"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Safechem Enterprises Private Limited","Promoter Group","Equity Shares","385636","1.66",,"30000","28788972","Sell","Equity Shares","355636","1.53","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:35","https://archives.nseindia.com/corporate/xbrl/IT_1073896_267004_20062020123507_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Rajendra Vallabhaji. Gogri","Promoters","Equity Shares","315474","1.35",,"100000","94913102","Sell","Equity Shares","215474","0.92","16-Jun-2020","16-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:30","https://archives.nseindia.com/corporate/xbrl/IT_1073894_267001_20062020123013_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Rajendra Vallabhaji. Gogri","Promoters","Equity Shares","215474","0.92",,"5000","5249711","Sell","Equity Shares","210474","0.9","17-Jun-2020","17-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:30","https://archives.nseindia.com/corporate/xbrl/IT_1073894_267001_20062020123013_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Rajendra Vallabhaji. Gogri","Promoters","Equity Shares","210474","0.9",,"5000","5235339","Sell","Equity Shares","205474","0.88","18-Jun-2020","18-Jun-2020","19-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:30","https://archives.nseindia.com/corporate/xbrl/IT_1073894_267001_20062020123013_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Renil Rajendra Gogri","Promoter Group","Equity Shares","616269","2.64",,"100000","94828874","Sell","Equity Shares","516269","2.22","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:18","https://archives.nseindia.com/corporate/xbrl/IT_1073892_266998_20062020121849_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Renil Rajendra Gogri","Promoter Group","Equity Shares","511269","2.19",,"10000","10400015","Sell","Equity Shares","501269","2.15","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:18","https://archives.nseindia.com/corporate/xbrl/IT_1073892_266998_20062020121849_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Renil Rajendra Gogri","Promoter Group","Equity Shares","516269","2.22",,"5000","5232354","Sell","Equity Shares","511269","2.19","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:18","https://archives.nseindia.com/corporate/xbrl/IT_1073892_266998_20062020121849_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Paridhi Business Trust","Promoter Group","Equity Shares","Nil","0",,"100000","95181636","Buy","Equity Shares","100000","0.43","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","20-Jun-2020 00:14","https://archives.nseindia.com/corporate/xbrl/IT_1073890_266995_20062020121447_WEB.xml"
"NESCO","Nesco Limited","7(2)","PATEL CONSULTANCY SERVICES PRIVATE LIMITED","Promoter Group","Equity Shares","5348000","7.59",,"5000","2260107","Buy","Equity Shares","5353000","7.6","16-Jun-2020","17-Jun-2020","18-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Jun-2020 23:56","https://archives.nseindia.com/corporate/xbrl/IT_1073885_266983_19062020115645_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Mirik Rajendra Gogri","Promoter Group","Equity Shares","623160","2.67",,"100000","94829153","Sell","Equity Shares","523160","2.25","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 23:54","https://archives.nseindia.com/corporate/xbrl/IT_1073883_266980_19062020115451_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Mirik Rajendra Gogri","Promoter Group","Equity Shares","518160","2.22",,"10000","10445613","Sell","Equity Shares","508160","2.18","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 23:54","https://archives.nseindia.com/corporate/xbrl/IT_1073883_266980_19062020115451_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Mirik Rajendra Gogri","Promoter Group","Equity Shares","523160","2.25",,"5000","5281775","Sell","Equity Shares","518160","2.22","17-Jun-2020","17-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 23:54","https://archives.nseindia.com/corporate/xbrl/IT_1073883_266980_19062020115451_WEB.xml"
"VAIBHAVGBL","Vaibhav Global Limited","7(2)","Puru Aggarwal (HUF)","Other","Equity Shares","5470","0.01",,"2356","2946677","Sell","Equity Shares","3114","0.01","18-Jun-2020","18-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 23:48","https://archives.nseindia.com/corporate/xbrl/IT_1073881_266977_19062020114803_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Jay Manilal Savla (Momi's Trust)","Promoter Group","Equity Shares","165218","0.71",,"1000","1006577","Sell","Equity Shares","164218","0.7","16-Jun-2020","16-Jun-2020","18-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Jun-2020 23:47","https://archives.nseindia.com/corporate/xbrl/IT_1073880_266975_19062020114723_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Srinivasa Rao","Employees/Designated Employees","Equity Shares","475","0",,"600","2335710","Buy","Equity Shares","1075","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Samyuktha Ajay","Employees/Designated Employees","Equity Shares","Nil","0",,"1114","4395398","Buy","Equity Shares","1114","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","V R Srinivas","Employees/Designated Employees","Equity Shares","2166","0",,"479","1855589","Buy","Equity Shares","2645","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Surendra R Chirra","Employees/Designated Employees","Equity Shares","Nil","0",,"1508","3819809","Buy","Equity Shares","1508","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Ganadhish Kamat","Employees/Designated Employees","Equity Shares","6172","0",,"1200","4657980","Buy","Equity Shares","7372","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","V Narayana Reddy","Employees/Designated Employees","Equity Shares","6000","0",,"300","1162164","Buy","Equity Shares","6300","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Tricia Wetzel","Employees/Designated Employees","Equity Shares","Nil","0",,"535","2107980","Buy","Equity Shares","535","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","David Hakes","Employees/Designated Employees","Equity Shares","Nil","0",,"615","2387215","Buy","Equity Shares","615","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Elliot Morales","Employees/Designated Employees","Equity Shares","Nil","0",,"677","2627877","Buy","Equity Shares","677","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Jinping Luo McCormick","Employees/Designated Employees","Equity Shares","1248","0",,"2868","11160478","Buy","Equity Shares","4116","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Marc Kikuchi","Employees/Designated Employees","Equity Shares","Nil","0",,"6375","25153200","Buy","Equity Shares","6375","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Dr. Nicholas Cappuccino","Employees/Designated Employees","Equity Shares","Nil","0",,"260","1033664","Buy","Equity Shares","260","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Sagar Munjal","Employees/Designated Employees","Equity Shares","150","0",,"6817","26537558","Buy","Equity Shares","6967","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Stephen Prentiss","Employees/Designated Employees","Equity Shares","Nil","0",,"1775","7226469","Buy","Equity Shares","1775","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Sunil Kumar Chebrolu","Employees/Designated Employees","Equity Shares","2951","0",,"1058","4117080","Buy","Equity Shares","4009","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Amit Kaptain","Employees/Designated Employees","Equity Shares","215","0",,"463","1802390","Buy","Equity Shares","678","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Arun Gupta","Employees/Designated Employees","Equity Shares","Nil","0",,"250","1017813","Buy","Equity Shares","250","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","B Mallikharjuna Rao","Employees/Designated Employees","Equity Shares","2097","0",,"314","1222355","Buy","Equity Shares","2411","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","VV Dikshit","Employees/Designated Employees","Equity Shares","200","0",,"512","2020147","Buy","Equity Shares","712","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Dr G V S Seshakumar","Employees/Designated Employees","Equity Shares","4972","0",,"489","1963619","Buy","Equity Shares","5461","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Jerome Gnanaprakasam","Employees/Designated Employees","Equity Shares","300","0",,"290","1128927","Buy","Equity Shares","590","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Kajal Bhambhani","Employees/Designated Employees","Equity Shares","2697","0",,"386","1502640","Buy","Equity Shares","3083","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Kiran Yanamandra","Employees/Designated Employees","Equity Shares","675","0",,"285","1134129","Buy","Equity Shares","960","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Mannam Venkata Narasimham","Employees/Designated Employees","Equity Shares","8400","0",,"415","1649886","Buy","Equity Shares","8815","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Yugandhar Puvvala","Employees/Designated Employees","Equity Shares","2000","0",,"390","1513844","Buy","Equity Shares","2390","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","R Sankar","Employees/Designated Employees","Equity Shares","85","0",,"309","1228470","Buy","Equity Shares","394","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Dr. Rajeev Singh Raghuvanshi","Employees/Designated Employees","Equity Shares","4051","0",,"355","1445294","Buy","Equity Shares","4406","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Rajesh Sadanandan","Employees/Designated Employees","Equity Shares","2870","0",,"2116","8231241","Buy","Equity Shares","4986","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Raju Komaravolu","Employees/Designated Employees","Equity Shares","1383","0",,"418","1678512","Buy","Equity Shares","1801","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","G B Ramesh Murthy","Employees/Designated Employees","Equity Shares","1366","0",,"450","1751783","Buy","Equity Shares","1816","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Ravi Talwar","Employees/Designated Employees","Equity Shares","2165","0",,"1375","5530498","Buy","Equity Shares","3540","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Sameer Natu","Employees/Designated Employees","Equity Shares","4110","0",,"260","1012141","Buy","Equity Shares","4370","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Dr Shanavas Alikunju","Employees/Designated Employees","Equity Shares","4179","0",,"847","3341923","Buy","Equity Shares","5026","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Siddharth Chachad","Employees/Designated Employees","Equity Shares","475","0",,"654","2533518","Buy","Equity Shares","1129","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Sunilkumar Ramashrya Singh","Employees/Designated Employees","Equity Shares","1477","0",,"327","1272962","Buy","Equity Shares","1804","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Sonica Sachdeva Batra","Employees/Designated Employees","Equity Shares","916","0",,"448","1735498","Buy","Equity Shares","1364","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Sreedhar Erukulla","Employees/Designated Employees","Equity Shares","8057","0",,"321","1264788","Buy","Equity Shares","8378","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Sridhar Desikan","Employees/Designated Employees","Equity Shares","Nil","0",,"712","2809267","Buy","Equity Shares","712","0","16-Jun-2020","16-Jun-2020","17-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Sriram Subramaniam","Employees/Designated Employees","Equity Shares","1225","0",,"317","1290586","Buy","Equity Shares","1542","0","16-Jun-2020","16-Jun-2020","18-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","19-Jun-2020 23:25","https://archives.nseindia.com/corporate/xbrl/IT_1073878_266971_19062020112557_WEB.xml"
